"ncit_value","origin_id"
"ependymoblastoma","C4915"
"ependymoma_anaplastic","C4049"
"ependymoma_nos","C3017"
"ependymoma_rela_fusionpositive","C129351"
"epha2targeting_bicycle_toxin_conjugate_bt5528","C171425"
"epha3","C18384"
"epha7","C111841"
"epidermoid_carcinoma_in_situ_nos","C27093"
"epidermoid_carcinoma_in_situ_with_questionable_stromal_invasion","C65176"
"epidermoid_carcinoma_keratinizing","C4105"
"epidermoid_carcinoma_large_cell_nonkeratinizing","C65173"
"epidermoid_carcinoma_nos","C2929"
"epidermoid_carcinoma_small_cell_nonkeratinizing","C65175"
"epidermoid_carcinoma_spindle_cell","C27084"
"epididymis","C12328"
"epithelial_ependymoma","C3017"
"epithelial_tumor_benign","C4092"
"epithelial_tumor_malignant","C2916"
"epithelialmyoepithelial_carcinoma","C4199"
"epithelioid_and_spindle_cell_nevus","C27007"
"epithelioid_cell_melanoma","C4236"
"epithelioid_cell_nevus","C66757"
"epithelioid_cell_sarcoma","C3714"
"epithelioid_glioblastoma","C129293"
"epithelioid_hemangioendothelioma_nos","C3800"
"epithelioid_hemangioma","C4298"
"epithelioid_leiomyoma","C3486"
"epithelioid_leiomyosarcoma","C3700"
"epithelioid_malignant_peripheral_nerve_sheath_tumor","C6561"
"epithelioid_mesothelioma_benign","C3762"
"epithelioid_mesothelioma_malignant","C7985"
"epithelioid_mesothelioma_nos","C7985"
"epithelioid_mpnst","C6561"
"epithelioid_sarcoma","C3714"
"epithelioma_adenoides_cysticum","C27132"
"epithelioma_benign","C4092"
"epithelioma_nos","C3709"
"epitrochlear","C98182"
"eps15","C24369"
"epsteinbarr_virus","C171143"
"equatorial_guinea","C16557"
"equivocal","C86071"
"erbb2","C17756"
"erbb3","C18386"
"erbb4","C18388"
"erc1","C97499"
"ercc2","C20555"
"ercc3","C20556"
"ercc4","C20558"
"ercc5","C20557"
"erg","C18139"
"eritrea","C16558"
"erk12_inhibitor_hh2710","C172805"
"erk12_inhibitor_jsi1187","C174203"
"erythremic_myelosis_nos","C7467"
"erythroleukemia","C7152"
"esophageal_cancer","C3513"
"esophageal_columnar_dysplasia","C174120"
"esophageal_glandular_dysplasia_intraepithelial_neoplasia_high_grade","C27429"
"esophageal_glandular_dysplasia_intraepithelial_neoplasia_low_grade","C27428"
"esophageal_intraepithelial_neoplasia_high_grade","C27425"
"esophageal_squamous_intraepithelial_neoplasia_dysplasia_high_grade","C27426"
"esophageal_squamous_intraepithelial_neoplasia_dysplasia_low_grade","C27427"
"esophagus_nos","C12389"
"esr1","C38349"
"essential_hemorrhagic_thrombocythaemia","C3407"
"essential_thrombocythemia","C3407"
"esthesioneuroblastoma","C3789"
"esthesioneuroepithelioma","C3789"
"estonia","C16562"
"eswatini","C17179"
"ethiopia","C16563"
"ethmoid_sinus","C12276"
"etigilimab","C142821"
"etnk1","C122823"
"etv1","C24377"
"etv4","C24378"
"etv5","C97479"
"etv6","C18312"
"every_day","C25473"
"ewing_sarcoma","C4817"
"ewing_tumor","C4817"
"ewsr1","C18322"
"excisional_biopsy","C15385"
"exicorilant","C153309"
"exocervix","C12310"
"exposure_duration_years","C83280"
"ext1","C18251"
"ext2","C18252"
"extended_release_metformin_hydrochloride","C173523"
"extension","C148650"
"external_ear","C12292"
"external_lip_nos","C12223"
"external_lower_lip","C12222"
"external_upper_lip","C12221"
"extraabdominal_desmoid","C6489"
"extraadrenal_paraganglioma_malignant","C4219"
"extraadrenal_paraganglioma_nos","C3309"
"extracompartmental_t2","C140265"
"extracutaneous_mastocytoma","C7136"
"extrahepatic_bile_duct","C32573"
"extramural","C44280"
"extranodal_marginal_zone_lymphoma_of_mucosaassociated_lymphoid_tissue","C3898"
"extranodal_nktcell_lymphoma_nasal_type","C4684"
"extraosseous_plasmacytoma","C4002"
"extraventricular_neurocytoma","C92555"
"eye_color","C157437"
"eye_nos","C12401"
"eyelid","C12713"
"ezabenlimab","C132252"
"ezh12_inhibitor_hh2853","C173698"
"ezh2","C21327"
"ezh2_inhibitor_cpi0209","C167347"
"ezr","C68722"
"fab_l2","C27281"
"fab_l3","C7400"
"fab_ll","C27290"
"fab_m1","C3249"
"fab_m2_aml1cbfalphaeto","C9288"
"fab_m2_nos","C3250"
"fab_m2_t821q22q22","C9288"
"fab_m3_includes_all_variants","C3182"
"fab_m4","C7463"
"fab_m4eo","C9020"
"fab_m5_includes_all_variants","C4861"
"fab_m6","C8923"
"fab_m7","C3170"
"fab_mo","C8460"
"factory_smokestack_smoke","C164081"
"fadraciclib","C123902"
"fakalkros1_inhibitor_apg2449","C172193"
"falkland_islands_malvinas","C17954"
"fallopian_tube","C12403"
"fam131b","C106340"
"fam135b","C143112"
"fam46c","C96316"
"fam47c","C143109"
"familial_polyposis_coli","C3339"
"fanca","C85995"
"fancc","C86025"
"fancd2","C86549"
"fance","C86551"
"fancf","C86553"
"fancg","C24385"
"fap41bbtargeting_darpin_mp0310","C170894"
"fap41bbtargeting_fusion_protein_ro7122290","C175490"
"faroe_islands","C16573"
"fas","C21555"
"fas_ligandtreated_allogeneic_mobilized_peripheral_blood_cells","C167326"
"fascial_fibroma","C66764"
"fascial_fibrosarcoma","C66765"
"fat1","C18397"
"fat3","C143133"
"fat4","C128254"
"father","C25174"
"fatherinlaw","C68640"
"favezelimab","C142077"
"favorable","C102560"
"fbln2","C143130"
"fbxo11","C101104"
"fbxw7","C20786"
"fcengineered_anticd40_agonist_antibody_2141v11","C170762"
"fcgr2b","C38554"
"fcrl4","C97592"
"feature_elongation","C148640"
"feature_truncation","C148641"
"feces","C13234"
"federated_states_of_micronesia","C17881"
"feladilimab","C126804"
"felzartamab","C97954"
"female","C16576"
"female_cousin","C165786"
"female_genital_tract_nos","C61600"
"female_sibling_of_adopted_child","C166198"
"femoral","C98183"
"fen1","C98120"
"fenretinide_phospholipid_suspension_st001","C175469"
"fes","C45497"
"fetal_adenocarcinoma","C45509"
"fetal_adenoma","C4160"
"fetal_fat_cell_lipoma","C3702"
"fetal_lipoma_nos","C27483"
"fetal_lipomatosis","C4255"
"fetal_rhabdomyoma","C4260"
"fev","C97482"
"fgfr1","C19929"
"fgfr1op","C24401"
"fgfr2","C19931"
"fgfr2_inhibitor_rly4008","C174208"
"fgfr3","C24393"
"fgfr4","C20743"
"fgfr_inhibitor_cpl304110","C173964"
"fgfrcsf1r_inhibitor_3d185","C175460"
"fh","C95268"
"fhit","C18524"
"fianlimab","C132339"
"fibrillary_astrocytoma","C4322"
"fibroadenoma_nos","C3744"
"fibroameloblastic_odontoma","C3710"
"fibroblastic_liposarcoma","C6509"
"fibroblastic_meningioma","C4330"
"fibroblastic_osteosarcoma","C4020"
"fibroblastic_reticular_cell_tumor","C81758"
"fibrochondrosarcoma","C2946"
"fibroepithelial_basal_cell_carcinoma_pinkus_type","C4109"
"fibroepithelioma_nos","C4109"
"fibroepithelioma_of_pinkus_type","C4109"
"fibrofolliculoma","C43331"
"fibroid_uterus","C3434"
"fibrolipoma","C4249"
"fibroliposarcoma","C3194"
"fibroma_nos","C3041"
"fibromyoma","C3434"
"fibromyxolipoma","C4251"
"fibromyxoma","C66760"
"fibromyxosarcoma","C6496"
"fibroosteoma","C8422"
"fibrosarcoma_nos","C3043"
"fibrosarcomatous_dermatofibrosarcoma_protuberans","C27547"
"fibrous_astrocytoma","C4322"
"fibrous_histiocytoma_nos","C3739"
"fibrous_histiocytoma_of_tendon_sheath","C3402"
"fibrous_meningioma","C4330"
"fibrous_mesothelioma_benign","C4457"
"fibrous_mesothelioma_malignant","C45655"
"fibrous_mesothelioma_nos","C45655"
"fibroxanthoma_malignant","C4247"
"fibroxanthoma_nos","C3739"
"field_burning_smoke","C164082"
"fiji","C16582"
"fimaporfin_a","C88344"
"fine_needle_aspiration","C15361"
"finland","C16584"
"fip1l1","C97454"
"fire_smoke_nos","C164058"
"first_cousin","C71411"
"first_cousin_once_removed","C71412"
"fish","C17563"
"fkbp9","C143127"
"flat_adenoma","C65193"
"flcn","C63514"
"fli1","C18321"
"flna","C113585"
"floor_of_mouth_nos","C54187"
"florid_osseous_dysplasia","C8381"
"flow_cytometry","C16585"
"flt3","C24399"
"flt3_ligandantictla4_antibodyil12_engineered_oncolytic_vaccinia_virus_rival01","C174049"
"flt3fgfr_dual_kinase_inhibitor_max40279","C174517"
"flt3kitcsf1r_inhibitor_nms03592088","C172195"
"flt4","C24400"
"fluorine_f_18_arag","C120100"
"fnbp1","C97540"
"focal","C28224"
"follicular_adenocarcinoma_nos","C8054"
"follicular_adenocarcinoma_well_differentiated","C8054"
"follicular_adenoma","C3502"
"follicular_adenoma_oxyphilic_cell","C3759"
"follicular_carcinoma_nos","C8054"
"follicular_carcinoma_oxyphilic_cell","C3679"
"follicular_carcinoma_well_differentiated","C8054"
"follicular_dendritic_cell_sarcoma","C9281"
"follicular_dendritic_cell_tumor","C9281"
"follicular_fibroma","C43331"
"follicular_lymphoma_grade_1","C3465"
"follicular_lymphoma_grade_2","C8968"
"follicular_lymphoma_grade_3","C3460"
"follicular_lymphoma_grade_3a","C7191"
"follicular_lymphoma_grade_3b","C7192"
"follicular_lymphoma_nos","C3209"
"follicular_lymphoma_small_cleaved_cell","C3465"
"follicular_thyroid_carcinoma_ftc_encapsulated_angioinvasive","C156122"
"foritinib_succinate","C175475"
"fosgemcitabine_palabenamide","C102752"
"fosifloxuridine_nafalbenamide","C156680"
"foster_brother","C165788"
"foster_daughter","C165790"
"foster_father","C165792"
"foster_mother","C165793"
"foster_sister","C165794"
"foster_son","C165795"
"foxa1","C101646"
"foxl2","C75472"
"foxo1","C24402"
"foxo3","C28519"
"foxo4","C24606"
"foxp1","C97549"
"foxr1","C143124"
"frameshift_variant","C17354"
"france","C16592"
"franklin_disease","C3083"
"fraternal_twin_brother","C165796"
"fraternal_twin_sibling","C73428"
"fraternal_twin_sister","C165797"
"french_guiana","C16593"
"french_polynesia","C16594"
"frontal_lobe","C12352"
"frontal_sinus","C12277"
"fstl3","C24408"
"fubp1","C99614"
"full_brother","C111201"
"full_sister","C111202"
"fundus_of_stomach","C12257"
"fundus_uteri","C12315"
"furnace_or_boiler_smoke","C164083"
"fus","C91852"
"futibatinib","C114283"
"gabon","C16596"
"gain","C37956"
"gallbladder","C12377"
"gallbladder_cancer","C3844"
"galliumbased_bone_resorption_inhibitor_ap002","C165650"
"gambia","C16598"
"gamma_heavy_chain_disease","C3083"
"gammaenolase","C116205"
"gangliocytic_paraganglioma","C3308"
"gangliocytoma","C6934"
"ganglioglioma_anaplastic","C4717"
"ganglioglioma_nos","C3788"
"ganglioneuroblastoma","C3790"
"ganglioneuroma","C3049"
"ganglioneuromatosis","C66804"
"gant","C27940"
"gas7","C97562"
"gas_burning_smoke_propane","C164084"
"gastric_antrum","C12259"
"gastric_cancer","C4911"
"gastrin_cell_tumor","C3050"
"gastrin_cell_tumor_malignant","C65188"
"gastrinoma_malignant","C65188"
"gastrinoma_nos","C3050"
"gastrointestinal_autonomic_nerve_tumor","C27940"
"gastrointestinal_stromal_sarcoma","C27243"
"gastrointestinal_stromal_tumor_benign","C53998"
"gastrointestinal_stromal_tumor_malignant","C53999"
"gastrointestinal_stromal_tumor_nos","C3868"
"gastrointestinal_stromal_tumor_uncertain_malignant_potential","C54000"
"gastrointestinal_tract_nos","C34082"
"gata1","C28575"
"gata2","C97552"
"gata3","C75492"
"gb","C113729"
"gbm_antigens_and_alloantigens_immunotherapeutic_vaccine","C172199"
"gelatinous_adenocarcinoma","C26712"
"gelatinous_carcinoma","C26712"
"gemistocytic_astrocytoma","C4321"
"gemistocytoma","C4321"
"genetically_modified_interleukin12_transgeneencoding_bifidobacterium_longum","C171371"
"genital_rhabdomyoma","C6517"
"georgia","C16634"
"germ_cell_tumor_nonseminomatous","C121619"
"germ_cell_tumor_nos","C3708"
"germ_cell_tumors_with_associated_hematological_malignancy","C45733"
"germany","C16636"
"germinoma","C3753"
"germline","C17666"
"ghana","C26330"
"ghost_cell_odontogenic_carcinoma","C4311"
"giant_cell_and_spindle_cell_carcinoma","C65160"
"giant_cell_angiofibroma","C27256"
"giant_cell_carcinoma","C3779"
"giant_cell_fibroblastoma","C4700"
"giant_cell_glioblastoma","C4325"
"giant_cell_sarcoma","C66759"
"giant_cell_sarcoma_of_bone","C4304"
"giant_cell_tumor_of_bone_malignant","C4304"
"giant_cell_tumor_of_bone_nos","C121932"
"giant_cell_tumor_of_soft_parts_nos","C49107"
"giant_cell_tumor_of_tendon_sheath","C3402"
"giant_cell_tumor_of_tendon_sheath_malignant","C6535"
"giant_fibroadenoma","C4273"
"giant_osteoid_osteoma","C3294"
"giant_pigmented_nevus_nos","C4234"
"gibraltar","C16638"
"gigantiform_cementoma","C8381"
"giloralimab","C139553"
"giredestrant","C147030"
"gist_benign","C53998"
"gist_malignant","C53999"
"gist_nos","C3868"
"glandular_intraepithelial_neoplasia_grade_i","C7661"
"glandular_intraepithelial_neoplasia_grade_ii","C7660"
"glandular_intraepithelial_neoplasia_grade_iii","C6877"
"glandular_intraepithelial_neoplasia_high_grade","C7662"
"glandular_intraepithelial_neoplasia_low_grade","C7661"
"glandular_papilloma","C6880"
"glans_penis","C12324"
"glassy_cell_carcinoma","C65159"
"gleason_grade_tertiary","C48605"
"gli1","C24432"
"glioblastoma","C3058"
"glioblastoma_idh_wildtype","C39750"
"glioblastoma_idhmutant","C167335"
"glioblastoma_multiforme","C3058"
"glioblastoma_with_sarcomatous_component","C3796"
"gliofibroma","C5419"
"glioma_malignant","C4822"
"glioma_nos","C3059"
"gliomatosis_cerebri","C4318"
"glioneuroma","C3788"
"gliosarcoma","C3796"
"glofitamab","C148486"
"glomangioma","C4222"
"glomangiomyoma","C4223"
"glomangiosarcoma","C4221"
"glomoid_sarcoma","C4221"
"glomus_jugulare_tumor_nos","C3061"
"glomus_tumor_malignant","C4221"
"glomus_tumor_nos","C3060"
"glottis","C12724"
"glucagonoma_malignant","C65187"
"glucose","C105585"
"glutaminase_inhibitor_ipn60090","C165612"
"glutamine_antagonist_drp104","C174038"
"glycogenrich_carcinoma","C4153"
"gmps","C97522"
"gna11","C89717"
"gnaq","C38316"
"gnas","C38317"
"goblet_cell_carcinoid","C4139"
"golga5","C97543"
"gonadal_stromal_tumor_nos","C3794"
"gonadoblastoma","C3754"
"gonocytoma","C3754"
"gopc","C97546"
"gpc3","C88173"
"gphn","C97525"
"grand_nephew","C165798"
"grand_niece","C165846"
"grandchild","C71397"
"granddaughter","C71399"
"grandfather","C71387"
"grandmother","C71386"
"grandparent","C71385"
"grandson","C71398"
"granular_cell_adenocarcinoma","C3681"
"granular_cell_carcinoma","C3681"
"granular_cell_myoblastoma_malignant","C4336"
"granular_cell_myoblastoma_nos","C3474"
"granular_cell_tumor_malignant","C4336"
"granular_cell_tumor_nos","C3474"
"granular_cell_tumor_of_the_sellar_region","C7017"
"granulocyte","C12530"
"granulocytic_leukemia_nos","C3172"
"granulocytic_sarcoma","C35815"
"granulosa_cell_carcinoma","C4205"
"granulosa_cell_tumor_adult_type","C66750"
"granulosa_cell_tumor_juvenile","C4207"
"granulosa_cell_tumor_malignant","C4205"
"granulosa_cell_tumor_nos","C3070"
"granulosa_celltheca_cell_tumor","C66751"
"grawitz_tumor","C4033"
"grease_fire_smoke","C164085"
"great_grandchild","C165847"
"greater_curvature_of_stomach_nos","C12262"
"greatest_tumor_dimension","C157135"
"greece","C16645"
"greenland","C16646"
"grenada","C16647"
"grilling_smoke","C164086"
"grin2a","C98146"
"grm3","C114529"
"groin","C12726"
"group_1","C137992"
"group_2","C137993"
"group_3","C137994"
"group_4","C137995"
"group_5","C137996"
"group_i","C148012"
"group_ia","C148013"
"group_ib","C148014"
"group_ii","C148015"
"group_iia","C148016"
"group_iib","C148017"
"group_iic","C148018"
"group_iii","C148019"
"group_iiia","C148020"
"group_iiib","C148021"
"group_iv","C148022"
"guadeloupe","C16651"
"guam","C16652"
"guatemala","C16654"
"guernsey","C64375"
"guinea","C16655"
"guineabissau","C16656"
"gum_nos","C32677"
"guyana","C16657"
"gx","C113730"
"gynandroblastoma","C3072"
"gynecologic_cancer","C4913"
"haemangioblastoma","C3801"
"haemangiosarcoma","C3088"
"hairy_cell_leukaemia_variant","C7401"
"hairy_cell_leukemia","C7402"
"hairy_cell_leukemia_variant","C7401"
"hairy_nevus","C3074"
"haiti","C16660"
"half_brother","C71402"
"half_sibling","C71391"
"half_sister","C71403"
"halo_nevus","C7602"
"handschullerchristian_disease","C6920"
"hard_palate","C12230"
"hashish_smoke","C164087"
"head_and_neck_cancer","C4013"
"head_of_pancreas","C12269"
"headaches","C34661"
"heart","C12727"
"heavy_chain_disease_nos","C3082"
"heavy_drinker","C126384"
"hemangioblastic_meningioma","C66817"
"hemangioendothelial_sarcoma","C3088"
"hemangioendothelioma_benign","C66779"
"hemangioendothelioma_malignant","C3088"
"hemangioendothelioma_nos","C3084"
"hemangioma_nos","C3085"
"hemangioma_simplex","C6645"
"hemangiopericytoma_benign","C4300"
"hemangiopericytoma_malignant","C4301"
"hemangiopericytoma_nos","C3087"
"hematocrit","C64796"
"hematologic_cancer","C27134"
"hematopoietic_system_nos","C12909"
"hemizygous","C64346"
"hemoglobin","C64848"
"hemolymphangioma","C66792"
"hepatic_flexure_of_colon","C12266"
"hepatoblastoma","C3728"
"hepatoblastoma_mixed_epithelialmesenchymal","C7097"
"hepatocarcinoma","C3099"
"hepatocellular_adenoma","C3758"
"hepatocellular_carcinoma_fibrolamellar","C4131"
"hepatocellular_carcinoma_nos","C3099"
"hepatocellular_carcinoma_scirrhous","C27388"
"hepatocholangiocarcinoma","C3828"
"hepatoid_adenocarcinoma","C66950"
"hepatoid_carcinoma","C66950"
"hepatoid_yolk_sac_tumor","C3011"
"hepatoma_benign","C3758"
"hepatoma_malignant","C3099"
"hepatoma_nos","C3099"
"hepatosplenic_gammadelta_cell_lymphoma","C8459"
"hepatosplenic_tcell_lymphoma","C8459"
"her2_inhibitor_dzd1516","C174039"
"her2_trispecific_natural_killer_cell_engager_df1001","C172279"
"her2directed_tlr8_agonist_sbt6050","C174010"
"hereditary_leiomyomatosis__rccassociated_renal_cell_carcinoma","C51302"
"herpud1","C97534"
"heterozygous","C45825"
"hey1","C101107"
"hibernoma","C3702"
"hidradenocarcinoma","C54664"
"hidradenoma_nos","C7563"
"hidradenoma_papilliferum","C4171"
"hidrocystoma","C3760"
"hif1a","C26372"
"hif2a_rnai_arohif2","C170918"
"high","C25227"
"high_grade","C14158"
"high_grade_dysplasia","C156083"
"high_grade_g2","C140261"
"high_grade_surface_osteosarcoma","C53958"
"high_risk","C102401"
"highintermediate_risk","C161808"
"hilar","C102330"
"hilar_cell_tumor","C4214"
"hilus_cell_tumor","C4214"
"hip1","C97537"
"hispanic_or_latino","C17459"
"hist1h3b","C101732"
"hist1h4i","C68734"
"histiocyterich_large_bcell_lymphoma","C9496"
"histiocytic_medullary_reticulosis","C7202"
"histiocytic_sarcoma","C27349"
"histiocytoid_hemangioma","C4298"
"histiocytoma_nos","C35765"
"histiocytosis_x_nos","C3107"
"hlaa","C28585"
"hladr","C16692"
"hlf","C97556"
"hmga1","C20576"
"hmga2","C20577"
"hmgn2p46","C98093"
"hnf1a","C97825"
"hnrnpa2b1","C97496"
"hodgkin_disease_lymphocyte_predominance_diffuse","C6913"
"hodgkin_disease_lymphocyte_predominance_nos","C8590"
"hodgkin_disease_lymphocytichistiocytic_predominance","C8590"
"hodgkin_disease_nodular_sclerosis_lymphocyte_depletion","C27808"
"hodgkin_disease_nodular_sclerosis_lymphocyte_predominance","C27270"
"hodgkin_disease_nodular_sclerosis_mixed_cellularity","C27098"
"hodgkin_disease_nodular_sclerosis_nos","C3518"
"hodgkin_disease_nodular_sclerosis_syncytial_variant","C27807"
"hodgkin_disease_nos","C9357"
"hodgkin_granuloma","C6914"
"hodgkin_lymphoma_lymphocyte_depletion_nos","C9283"
"hodgkin_lymphoma_lymphocyte_predominance_nodular","C7258"
"hodgkin_lymphoma_lymphocyterich","C6913"
"hodgkin_lymphoma_mixed_cellularity_nos","C3517"
"hodgkin_lymphoma_nodular_lymphocyte_predominance","C7258"
"hodgkin_lymphoma_nodular_sclerosis_cellular_phase","C67171"
"hodgkin_lymphoma_nodular_sclerosis_grade_1","C7165"
"hodgkin_lymphoma_nodular_sclerosis_grade_2","C7166"
"hodgkin_lymphoma_nodular_sclerosis_nos","C3518"
"hodgkin_lymphoma_nos","C9357"
"hodgkin_paragranuloma_nodular","C26956"
"hodgkin_paragranuloma_nos","C26956"
"hodgkin_sarcoma","C9357"
"holy_see","C17249"
"homozygous","C45826"
"honduras","C16694"
"hong_kong","C16695"
"hook3","C97493"
"hoxa11","C97568"
"hoxa13","C97571"
"hoxa9","C24474"
"hoxb1","C162630"
"hoxc11","C97574"
"hoxc13","C97577"
"hoxd11","C97580"
"hoxd13","C97583"
"hpv611targeted_dna_plasmid_vaccine_ino3107","C173718"
"hpv_16_e6e7encoding_arenavirus_vaccine_hb202","C173149"
"hpv_e6e7encoding_arenavirus_vaccine_hb201","C167349"
"hpve6e7","C171144"
"hras","C17060"
"hsp90_inhibitor_tqb3474","C173550"
"hsp90aa1","C97586"
"hsp90ab1","C97589"
"hsp90targeted_photosensitizer_hs201","C172190"
"human_chorionic_gonadotropin","C147128"
"human_papillomavirus","C171145"
"hungary","C16699"
"hurthle_cell_adenocarcinoma","C3679"
"hurthle_cell_adenoma","C6042"
"hurthle_cell_carcinoma","C3679"
"hurthle_cell_tumor","C46068"
"husband","C71588"
"hutchinson_melanotic_freckle_nos","C43372"
"hyalinizing_trabecular_adenoma","C6846"
"hyaluronidasezzxfpertuzumabtrastuzumab","C173339"
"hydatid_mole","C3110"
"hydatidiform_mole_nos","C3110"
"hydroa_vacciniformelike_lymphoma","C45327"
"hygroma_nos","C3724"
"hyperdiploid","C80336"
"hypereosinophilic_syndrome","C27038"
"hypermethylation","C20102"
"hypernephroma","C4033"
"hypodiploid","C80337"
"hypopharynx_nos","C12246"
"iadademstat","C131908"
"ianalumab","C116788"
"iceland","C16704"
"id3","C102968"
"identical_twin_brother","C165848"
"identical_twin_sibling","C73429"
"identical_twin_sister","C165849"
"idetrexed","C120550"
"idh1","C77215"
"idh1_mutant_inhibitor_ly3410738","C175542"
"idh2","C84948"
"idiopathic_hemorrhagic_thrombocythaemia","C3407"
"idiopathic_thrombocythemia","C3407"
"ido1tdo2_inhibitor_m4112","C168808"
"idotdo_inhibitor_ly01013","C171343"
"ieramilimab","C122683"
"igh","C26422"
"igk","C26425"
"igkc","C171139"
"igl","C26423"
"ihc","C23020"
"ii","C70659"
"iii","C70660"
"ikbkb","C96383"
"ikzf1","C68730"
"il12sc_il15sushi_ifna_and_gmcsf_mrnabased_immunotherapeutic_agent_sar441000","C166375"
"il2","C24498"
"il21r","C68736"
"il6st","C24505"
"il7r","C24506"
"ileum","C12387"
"ilginatinib","C98109"
"iliac_nos","C32761"
"iliaccommon","C103384"
"iliacexternal","C88143"
"illdefined_sites_within_respiratory_system","C148338"
"imaging","C17369"
"imaradenant","C148039"
"imgatuzumab","C78838"
"imifoplatin","C121375"
"immature_teratoma_malignant","C4286"
"immature_teratoma_nos","C4286"
"immunoblastic_sarcoma","C3461"
"immunocytoma","C3898"
"immunodeficiencyassociated_adult","C27915"
"immunodeficiencyassociated_pediatric","C27915"
"immunofluorescence","C142337"
"immunoglobulin_a","C81969"
"immunoglobulin_deposition_disease","C7151"
"immunoglobulin_g","C81971"
"immunoglobulin_m","C81972"
"immunoproliferative_small_intestinal_disease","C3132"
"imrimmunoresponse","C131144"
"inactivated_oncolytic_virus_particle_gen0101","C170893"
"incisional_biopsy","C15386"
"indatuximab_ravtansine","C78840"
"indefinite","C164039"
"indefinite_for_dysplasia","C164039"
"indeterminant","C48658"
"indeterminate","C48658"
"indeterminate_dendritic_cell_tumor","C81767"
"india","C16727"
"individualized_mvabased_vaccine_tg4050","C171392"
"indolent_systemic_mastocytosis","C9286"
"indonesia","C16728"
"indoor_stove_or_fireplace_smoke_coal_burning","C164088"
"indoor_stove_or_fireplace_smoke_nos","C164064"
"indoor_stove_or_fireplace_smoke_wood_burning","C164089"
"indusatumab_vedotin","C101524"
"inebilizumab","C88283"
"infantile_fibrosarcoma","C4244"
"infantile_hemangioma","C6645"
"infantile_myofibromatosis","C3742"
"infection","C26726"
"infiltrating_and_papillary_adenocarcinoma","C7438"
"infiltrating_angiolipoma","C7449"
"infiltrating_basal_cell_carcinoma_nonsclerosing","C27539"
"infiltrating_basal_cell_carcinoma_nos","C27539"
"infiltrating_basal_cell_carcinoma_sclerosing","C27182"
"infiltrating_duct_adenocarcinoma","C4194"
"infiltrating_duct_and_lobular_carcinoma","C7688"
"infiltrating_duct_and_lobular_carcinoma_in_situ","C7689"
"infiltrating_duct_carcinoma_nos","C4194"
"infiltrating_ductular_carcinoma","C4194"
"infiltrating_lipoma","C7451"
"infiltrating_lobular_carcinoma_and_ductal_carcinoma_in_situ","C6939"
"infiltrating_lobular_carcinoma_nos","C7950"
"infiltrating_papillary_adenocarcinoma","C7438"
"inflammatory_liposarcoma","C6508"
"inflammatory_myofibroblastic_tumor","C6481"
"inframe_deletion","C165225"
"inframe_insertion","C165226"
"inguinal","C32801"
"inkt_cell_agonist_abx196","C172187"
"insertion","C19295"
"insular_carcinoma","C6040"
"insulinoma_malignant","C65186"
"insulinoma_nos","C95598"
"interdigitating_cell_sarcoma","C9282"
"interdigitating_dendritic_cell_sarcoma","C9282"
"intergenic_variant","C148642"
"interleukin12fc_fusion_protein_df6002","C173371"
"interleukin15_agonist_fusion_protein_shr1501","C171385"
"interleukin15_fusion_protein_bj001","C172075"
"interleukin15interleukin15_receptor_alpha_complexfc_fusion_protein_xmab24306","C170890"
"interleukin15interleukin15_receptor_alpha_sushi_domain_fusion_protein_soc101","C170516"
"intermediate","C73705"
"intermediate_grade","C28083"
"intermediate_risk","C102402"
"interstitial_cell_tumor_benign","C4212"
"interstitial_cell_tumor_malignant","C4213"
"interstitial_cell_tumor_nos","C3188"
"intestinal_tcell_lymphoma","C4737"
"intestinal_tract_nos","C12736"
"intestinaltype_adenocarcinoma","C4126"
"intimal_sarcoma","C53677"
"intraabdominal_lymph_nodes","C12360"
"intracanalicular_fibroadenoma","C4271"
"intracompartmental_t1","C140263"
"intracortical_osteosarcoma","C35870"
"intracystic_carcinoma_nos","C7645"
"intracystic_papillary_adenocarcinoma","C7645"
"intracystic_papillary_adenoma","C4191"
"intracystic_papillary_neoplasm_with_intermediate_grade_intraepithelial_neoplasia","C96878"
"intracystic_papillary_neoplasm_with_low_grade_intraepithelial_neoplasia","C96877"
"intracystic_papilloma","C4191"
"intradermal_nevus","C3804"
"intraductal_adenocarcinoma_noninfiltrating_nos","C2924"
"intraductal_and_lobular_carcinoma","C7690"
"intraductal_carcinoma_and_lobular_carcinoma_in_situ","C4195"
"intraductal_carcinoma_noninfiltrating_nos","C2924"
"intraductal_carcinoma_nos","C2924"
"intraductal_papillary_adenocarcinoma_nos","C4190"
"intraductal_papillary_adenocarcinoma_with_invasion","C7439"
"intraductal_papillary_carcinoma","C4190"
"intraductal_papillary_mucinous_neoplasm_ipmn_with_an_associated_invasive_carcinoma","C5726"
"intraductal_papillary_mucinous_neoplasm_with_high_grade_dysplasia","C41251"
"intraductal_papillary_neoplasm_nos","C6881"
"intraductal_papillary_neoplasm_with_associated_invasive_carcinoma","C7439"
"intraductal_papillary_neoplasm_with_high_grade_intraepithelial_neoplasia","C96809"
"intraductal_papillary_neoplasm_with_intermediate_grade_neoplasia","C3785"
"intraductal_papillary_neoplasm_with_low_grade_intraepithelial_neoplasia","C96807"
"intraductal_papilloma","C3785"
"intraductal_papillomatosis_nos","C7363"
